indicativo,p_max,n_fog,inso,nw_55,tm_min,ta_max,ts_min,nt_30,w_racha,np_100,p_sol,nw_91,np_001,ta_min,np_300,evap,p_mes,n_tor,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha,n_gra,n_llu,n_nie,w_rec,n_cub,q_max,q_med,nv_0050,n_des,n_nub,nv_1000,nv_0100,q_min,hr,q_mar,e,glo
6155A,3.2(28),1,9.3,0,14.5,30.4(09),18,1,32/11.9(13),0,66,0,2,10.0(08),0,1496,5.2,0,11,0,20.6,19.3,24.2,2,1966-05,0,2,0,NA,NA,1024.0(07),1016.5,0,NA,NA,0,0,1006.6(11),60,1017.2,136,NA
6155A,8.0(07),0,10.8,0,18.4,36.0(20),22,11,13/7.8(04),0,74,0,1,14.0(10),0,2399,8,0,14,0,24,23.5,28.6,1,1966-06,0,2,0,NA,NA,1024.8(25),1015.5,0,NA,NA,0,0,1009.3(21),50,1016,144,NA
6155A,0.0(--),2,11.3,0,19.8,37.0(15),25.4,8,13/7.8(01),0,79,0,0,16.0(30),0,2732,0,0,13,0,25,24.4,28.9,0,1966-07,0,0,0,NA,NA,1018.6(01),1013.9,0,NA,NA,0,0,1006.6(18),63,1014.7,190,NA
6155A,0.0(--),1,10.7,0,NA,NA,NA,NA,32/7.8(31),0,79,0,0,NA,0,1814,0,0,12,NA,NA,NA,NA,0,1966-08,0,0,0,NA,NA,1018.6(11),1013.8,0,NA,NA,0,0,1008.0(08),NA,1014.6,NA,NA
6155A,52.0(14),2,8.1,0,19.3,30.0(23),21,1,32/7.2(23),2,64,0,5,16.4(28),1,1354,75.1,2,12,0,25,23.1,27,4,1966-09,0,5,0,NA,3,NA,NA,NA,6,19,NA,NA,NA,69,NA,198,NA
6155A,15.0(03),0,7.3,NA,14.5,28.6(06),18.2,0,NA,2,65,NA,2,7.0(30),0,1730,25,0,NA,0,19,18.9,23.3,2,1966-10,0,2,0,NA,NA,1020.5(23),1012.9,0,NA,NA,0,0,999.7(03),61,1013.8,133,NA
6155A,40.1(06),0,7.2,0,8.7,22.6(16),13.6,0,32/11.9(04),1,70,0,4,3.4(28),1,1699,51.1,0,17,0,14,13.3,17.9,4,1966-11,0,4,0,NA,NA,1034.1(27),1020,0,NA,NA,0,0,1000.2(06),62,1020.5,94,NA
6155A,0.0(--),1,7.4,0,8.4,22.0(02),13.6,0,32/15.0(12),0,76,0,0,3.0(25),0,1590,0,0,20,0,14.8,12.9,17.3,0,1966-12,NA,NA,NA,NA,NA,1029.0(30),1020.4,0,NA,NA,1,0,1013.3(01),64,1021.3,94,NA
6155A,52.0(14/sep),10,8.4,NA,NA,NA,NA,NA,NA,10,68,NA,34,NA,3,18050,335,2,NA,NA,NA,NA,NA,33,1966-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,32.0(31),5,7.1,0,7.5,22.0(05),14,0,14/12.5(10),1,71,0,2,1.0(07),1,1453,36,0,16,0,12.6,11.8,16.1,2,1967-01,0,3,0,NA,4,1031.9(14),1022.3,0,12,15,2,0,1003.9(10),NA,NA,NA,NA
6155A,62.0(13),3,6.5,0,8.7,22.0(21),13.4,0,14/15.0(13),7,59,0,11,4.6(09),1,1250,170.1,1,17,0,12,12.5,16.4,11,1967-02,NA,NA,NA,NA,9,1030.8(28),1018.3,0,7,12,3,0,1002.6(16),NA,NA,NA,NA
6155A,10.0(08),5,7.8,NA,9.6,25.0(27),13,0,NA,1,64,NA,3,5.8(18),0,NA,13,0,18,0,16,14.5,19.3,3,1967-03,0,5,0,NA,7,1033.6(14),1022.1,0,15,9,1,0,1002.7(09),NA,NA,NA,NA
6155A,3.0(07),1,7.6,NA,10.6,28.0(25),16,0,NA,0,58,NA,3,7.0(03),0,1554,5.6,1,17,0,17,15.7,20.8,3,1967-04,0,3,0,NA,5,1025.2(03),1012.8,0,5,20,4,0,999.9(08),NA,NA,NA,NA
6155A,19.0(08),4,10.7,0,14,31.0(22),18,2,23/15.0(14),1,76,0,2,10.6(20),0,1219,22,0,18,0,18.4,18.9,23.8,2,1967-05,0,3,0,NA,3,1023.6(19),1014.9,2,9,19,2,0,1004.5(02),NA,NA,NA,NA
6155A,11.0(18),0,9.6,NA,16.7,33.0(26),22,3,NA,1,66,NA,5,13.0(02),0,1904,21,0,16,0,21,21.2,25.8,5,1967-06,NA,NA,NA,NA,5,1022.6(21),1016.6,0,10,15,4,0,1010.6(08),NA,NA,NA,NA
6155A,0.0(--),6,12.1,0,19.9,37.0(07),24,11,14/9.4(28),0,84,0,0,16.8(01),0,2290,0,0,16,0,24.6,24.7,29.6,0,1967-07,0,0,0,NA,0,1022.4(15),1015.7,0,22,9,4,0,1010.5(22),59,1016.5,189,NA
6155A,0.0(--),1,10.2,0,21.3,39.6(02),27,18,23/8.9(03),0,75,0,0,17.6(11),0,1904,0,0,16,0,25.2,26.2,31.2,0,1967-08,0,0,0,NA,0,1020.0(11),1014.1,0,16,15,2,0,1006.6(08),NA,NA,NA,NA
6155A,0.0(--),2,8.6,NA,18.2,33.0(06),24,11,NA,0,69,NA,0,14.0(28),0,NA,0,0,9,0,21,23,27.8,0,1967-09,NA,NA,NA,NA,NA,1021.9(29),1016,0,NA,NA,2,0,1008.9(13),NA,NA,NA,NA
6155A,26.0(22),2,7.6,NA,16.4,32.0(02),21,6,NA,2,68,NA,5,12.0(31),0,1158,49.3,0,1,0,19.2,20.8,25.2,5,1967-10,NA,NA,NA,NA,6,1026.8(09),1016.9,0,11,12,1,0,1003.8(22),NA,NA,NA,NA
6155A,47.0(15),0,6,NA,12.1,24.0(01),16,0,NA,6,58,NA,11,8.4(28),2,1119,172.3,4,16,0,14.6,15.5,18.9,11,1967-11,1,12,0,NA,7,1025.2(22),1014.5,0,3,20,0,0,1000.3(08),NA,NA,NA,NA
6155A,6.0(24),1,7.5,NA,7.5,21.0(06),12,0,NA,0,77,NA,3,2.4(12),0,1516,11.6,0,20,0,7.6,11.5,15.5,3,1967-12,0,3,0,NA,2,1033.9(22),1019.6,0,13,16,0,0,1000.5(11),NA,NA,NA,NA
6155A,62.0(13/feb),30,8.4,NA,13.5,39.6(02/ago),27,51,NA,19,69,NA,45,1.0(07/ene),4,NA,500.9,6,15,0,7.6,18,22.5,45,1967-13,NA,NA,NA,NA,NA,1033.9(22/dic),1017,2,NA,NA,25,0,999.9(08/abr),NA,NA,NA,NA
6155A,0.6(31),0,8,NA,9.1,26.0(28),13.2,0,NA,0,80,NA,1,4.0(16),0,1576,0.6,0,21,0,13,13.3,17.5,0,1968-01,0,1,0,NA,2,1032.7(14),1023.2,0,16,13,0,0,1016.2(29),NA,NA,NA,NA
6155A,37.4(29),0,4.6,NA,8.7,18.0(07),11,0,NA,8,43,NA,14,4.2(05),1,874,187.7,1,13,0,13,12.3,15.9,14,1968-02,NA,NA,NA,NA,8,1025.0(02),1014,0,1,20,0,0,1002.6(23),NA,NA,NA,NA
6155A,16.0(19),0,5.8,NA,9.7,21.0(28),16,0,NA,1,48,NA,11,3.0(09),0,1702,54.2,0,18,0,12.4,13.6,17.5,10,1968-03,0,12,0,NA,11,1026.0(14),1014.8,0,5,15,0,0,995.8(07),NA,NA,NA,NA
6155A,12.4(05),5,6.5,NA,11.3,28.0(27),15,0,NA,1,49,NA,2,6.8(15),0,1348,14.4,0,18,0,14.6,15.6,19.9,2,1968-04,NA,NA,NA,NA,12,1022.0(25),1014.7,0,1,17,0,0,1006.2(05),NA,NA,NA,NA
6155A,5.0(05),0,11.4,NA,13.4,32.0(25),21,3,NA,0,80,NA,3,7.0(08),0,1859,8.7,0,18,0,18.4,18.8,24.2,3,1968-05,0,6,0,NA,4,1023.4(07),1014.4,0,7,20,0,0,1005.4(09),53,1015.2,117,NA
6155A,2.0(10),0,12.2,NA,17.6,34.0(23),21.8,4,NA,0,83,NA,2,15.0(06),0,1545,2.5,0,18,0,22.4,22.1,26.7,1,1968-06,0,2,0,NA,1,1021.9(29),1015.2,0,15,14,4,0,1009.4(13),NA,NA,NA,NA
6155A,0.0(--),2,11.7,NA,21.1,39.0(02),26,11,NA,0,82,NA,0,18.0(06),0,2005,0,0,17,0,25,25.7,30.3,0,1968-07,0,0,0,NA,0,1021.9(20),1015.4,0,18,13,1,0,1010.7(30),NA,NA,NA,NA
6155A,11.0(27),2,11.9,NA,20.7,38.6(02),28,15,NA,1,88,NA,1,17.0(13),0,2549,11,0,16,0,25.4,25.7,30.7,1,1968-08,0,1,0,NA,1,1019.8(12),1013.5,0,21,9,1,0,1007.9(27),NA,NA,NA,NA
6155A,0.0(--),0,10.9,NA,18.9,35.6(23),26,12,NA,0,88,NA,0,14.0(17),0,2242,0,0,19,0,22.6,23.8,28.7,0,1968-09,0,0,0,NA,0,1024.0(30),1016.8,0,14,16,0,0,1009.0(14),NA,NA,NA,NA
6155A,19.8(31),1,8.2,NA,14.9,29.6(08),18.2,0,NA,1,72,NA,1,12.0(13),0,1267,19.8,0,14,0,21,19.3,23.8,1,1968-10,0,1,0,NA,1,1026.0(21),1019.2,0,10,20,0,0,1009.0(31),73,1020.1,164,NA
6155A,53.0(28),0,5.6,NA,11.9,24.0(06),15.8,0,NA,4,55,NA,6,8.4(12),3,1054,156.1,2,14,0,15,15.4,19,6,1968-11,0,10,0,NA,7,1024.6(24),1012.6,0,2,21,1,0,995.3(15),NA,NA,NA,NA
6155A,30.0(29),1,5.5,NA,9.2,21.4(26),15,0,NA,4,57,NA,9,2.2(30),1,1256,121.2,0,17,0,9,12.8,16.4,9,1968-12,0,10,0,NA,7,1028.4(23),1015,0,8,16,0,0,996.7(07),NA,NA,NA,NA
6155A,53.0(28/nov),11,8.5,NA,13.9,39.0(02/jul),28,45,NA,20,69,NA,50,2.2(30/dic),5,19277,576.2,3,17,0,9,18.2,22.6,47,1968-13,NA,NA,NA,NA,54,1032.7(14/ene),1015.7,0,118,194,7,0,995.3(15/nov),NA,NA,NA,NA
6155A,66.6(09),3,5,NA,9.5,21.0(17),13.2,0,NA,3,50,NA,7,2.0(04),2,1290,126.2,0,18,0,13.4,13.1,16.6,7,1969-01,0,8,0,NA,7,1026.4(27),1016.7,1,1,23,1,0,997.7(14),73,1017.6,111,NA
6155A,151.0(22),0,3.1,NA,8.4,20.6(19),14,0,NA,8,29,NA,17,2.0(16),3,960,415.5,1,21,0,12.8,11.7,15,16,1969-02,0,22,0,NA,14,1023.1(11),1011.4,0,1,13,0,0,997.8(19),75,1012.2,105,NA
6155A,33.6(26),0,6.3,NA,10.3,23.6(18),15.6,0,NA,3,52,NA,8,4.4(04),1,1162,87.1,0,20,0,13.6,14.5,18.6,8,1969-03,0,13,0,NA,6,1021.5(30),1012.5,0,2,23,1,0,1003.4(26),71,1013.3,116,NA
6155A,12.9(05),0,6.9,NA,10.9,29.0(23),16.6,0,NA,2,52,NA,8,5.0(03),0,1275,46.1,3,19,0,14.4,16.1,21.3,8,1969-04,0,10,0,NA,10,1031.9(11),1015.3,0,7,13,0,0,1004.9(28),66,1016.1,120,NA
6155A,38.0(18),0,8.1,NA,14.2,31.6(14),17.8,2,NA,2,58,NA,5,8.6(06),1,1532,63.8,2,18,0,19,19.1,24,5,1969-05,0,9,0,NA,8,1022.2(07),1015,0,1,22,0,0,1007.5(01),61,1015.8,137,NA
6155A,5.2(09),2,10.7,NA,16.3,32.0(16),22.2,3,NA,0,73,NA,2,11.4(01),0,2002,9.7,1,19,0,19,21.3,26.3,2,1969-06,0,3,0,NA,4,1022.4(25),1013.7,0,10,16,0,0,1005.9(09),59,1014.5,148,NA
6155A,0.0(--),0,11.4,NA,19.3,31.8(21),22.8,5,NA,0,79,NA,0,17.0(05),0,1743,0,1,18,0,24.6,23.6,28,0,1969-07,0,1,0,NA,2,1026.7(12),1018.2,0,18,11,0,0,1007.9(01),63,1019,190,NA
6155A,5.5(24),1,10.8,NA,20.5,38.0(15),26.2,10,NA,0,80,NA,2,17.0(23),0,1815,7.1,0,17,0,25.4,25.1,29.6,2,1969-08,0,2,0,NA,1,1018.8(06),1012.5,0,19,11,0,0,1007.0(23),61,1013.3,193,NA
6155A,31.0(01),0,8.7,NA,17.3,30.0(03),20.4,2,NA,2,70,NA,5,13.0(13),1,1307,59.9,0,16,0,21,21.5,25.8,4,1969-09,0,7,0,NA,5,1023.1(23),1014.9,0,6,19,0,0,1007.7(12),NA,NA,NA,NA
6155A,79.0(18),1,5.9,NA,15.3,26.0(14),18.2,0,NA,3,53,NA,7,12.0(27),1,870,135.5,2,14,0,18.4,18.9,22.5,7,1969-10,0,10,0,NA,11,1024.3(26),1015.5,0,5,15,0,0,1000.7(19),79,1016.4,169,NA
6155A,76.0(20),0,4.8,NA,11.3,22.6(06),16.6,0,NA,3,46,NA,11,5.8(15),3,679,178.3,1,17,0,9.6,15,18.7,9,1969-11,0,15,0,NA,14,1023.9(05),1014.5,0,5,11,0,0,1001.1(25),NA,NA,NA,NA
6155A,29.7(30),0,7,NA,8.3,21.0(20),13.8,0,NA,1,72,NA,5,3.4(14),0,1143,42.8,0,25,0,10.6,12.2,16,5,1969-12,0,6,0,NA,5,1027.0(14),1016,0,11,15,0,0,997.3(30),NA,NA,NA,NA
6155A,151.0(22/feb),7,7.4,NA,13.5,38.0(15/ago),26.2,22,NA,27,60,NA,77,2.0(04/ene),12,15778,1172,11,19,0,9.6,17.7,21.9,73,1969-13,0,106,0,NA,87,1031.9(11/abr),1014.7,1,86,192,2,0,997.3(30/dic),NA,NA,NA,NA
6155A,88.1(03),1,3.8,NA,9.5,22.0(04),14,0,NA,10,38,NA,16,4.0(17),6,781,432.3,1,16,0,11.8,13.2,16.9,14,1970-01,0,18,0,NA,16,1024.4(29),1012.3,0,1,14,0,0,994.6(06),NA,NA,NA,NA
6155A,0.8(06),1,9,NA,8.4,22.8(24),12.6,0,NA,0,82,NA,2,3.2(17),0,1208,1.5,0,20,0,15,13.4,18.4,0,1970-02,0,2,0,NA,4,1030.3(19),1019.9,0,15,9,0,0,1010.7(28),NA,NA,NA,NA
6155A,53.8(27),0,7.1,NA,9.1,25.6(19),13.4,0,NA,2,59,NA,10,3.2(17),1,1327,93.9,0,19,0,14,13.9,18.6,8,1970-03,NA,NA,NA,NA,10,1024.6(20),1013.4,0,5,16,0,0,1001.0(03),NA,NA,NA,NA
6155A,21.1(03),0,8.4,NA,11.2,29.6(25),17,0,NA,1,63,NA,4,7.2(05),0,1619,37.3,0,21,0,12.6,16.4,21.6,4,1970-04,0,4,0,NA,NA,1028.0(22),1018,0,NA,NA,0,0,1001.3(07),61,1018.8,113,NA
6155A,14.0(10),0,10.1,NA,12.5,28.8(04),17,0,NA,1,71,NA,5,7.4(10),0,1381,21.2,0,19,0,15.8,17.9,23.2,5,1970-05,0,6,0,NA,3,1024.4(01),1015.1,0,10,18,0,0,1002.2(08),59,1015.9,122,NA
6155A,37.0(06),0,10.6,NA,16.9,37.0(28),23.4,5,NA,2,72,NA,4,13.8(02),1,1460,75.6,0,19,0,18.4,22,27.1,4,1970-06,0,5,0,NA,3,1022.0(27),1015,0,12,15,0,0,1004.5(05),NA,NA,NA,NA
6155A,0.0(--),3,12,NA,20.2,40.0(02),25.4,12,NA,0,83,NA,0,17.0(07),0,1550,0,0,18,0,25.6,25.1,30,0,1970-07,0,0,0,NA,NA,1021.1(05),1014.3,0,NA,NA,0,0,1005.8(20),NA,NA,NA,NA
6155A,0.0(--),0,11,NA,21,42.8(08),25,15,NA,0,81,NA,0,17.0(23),0,2012,0,0,18,0,25.6,25.9,30.7,0,1970-08,0,1,0,NA,2,1018.4(11),1012.6,0,21,8,0,0,1006.5(18),57,1013.4,192,NA
6155A,1.5(29),0,9.3,NA,19,36.6(08),25,6,NA,0,75,NA,2,15.0(14),0,1602,2.5,0,17,0,25,23.5,28.1,2,1970-09,0,2,0,NA,1,1023.9(30),1015.5,0,15,14,0,0,1005.3(10),62,1016.3,179,NA
6155A,47.0(10),0,7.8,NA,13.9,27.4(20),20,0,NA,2,69,NA,4,8.0(23),1,1164,75.8,0,16,0,15,18.2,22.5,4,1970-10,0,5,0,NA,2,1025.2(24),1017.1,0,13,16,0,0,1007.7(21),69,1018,146,NA
6155A,49.0(24),1,6.6,NA,11.8,25.4(07),15.2,0,NA,2,64,NA,7,6.6(05),1,873,80.6,3,13,0,16.4,16.1,20.4,6,1970-11,NA,NA,NA,NA,5,1026.0(27),1018.3,0,9,16,0,0,1005.9(08),73,1019.1,132,NA
6155A,92.6(26),2,7.2,NA,5.6,18.6(07),12,0,NA,7,74,NA,9,-0.2(25),4,678,333.1,3,16,1,7,10.4,15.2,8,1970-12,2,7,0,NA,3,1030.4(13),1017.5,0,9,19,0,0,993.0(27),NA,NA,NA,NA
6155A,92.6(26/dic),8,8.6,NA,13.3,42.8(08/ago),25.4,38,NA,27,69,NA,63,-0.2(25/dic),14,15655,1153.8,7,18,1,7,18,22.7,55,1970-13,NA,NA,NA,NA,NA,1030.4(13/dic),1015.8,0,NA,NA,0,0,993.0(27/dic),NA,NA,NA,NA
6155A,22.2(03),0,5.4,NA,7.8,21.6(23),12.4,0,NA,4,54,NA,9,1.4(02),0,1027,76.4,0,17,0,6.4,11.8,15.8,8,1971-01,NA,NA,NA,NA,8,1028.6(08),1016.8,0,2,21,0,0,1002.6(01),72,1017.6,101,NA
6155A,18.8(10),1,8,NA,7.8,25.6(27),14,0,NA,2,73,NA,2,3.0(01),0,989,35,1,18,0,12,12.6,17.3,2,1971-02,0,2,0,NA,3,1026.0(04),1018.8,0,9,16,0,0,1011.9(01),NA,NA,NA,NA
6155A,76.0(08),0,6.5,NA,8.2,21.6(14),12,0,NA,3,55,NA,8,3.4(09),2,1173,158.3,1,17,0,10.8,12.3,16.3,7,1971-03,1,9,0,NA,9,1021.4(25),1011.8,0,7,15,0,0,997.9(31),NA,NA,NA,NA
6155A,35.5(07),1,6.2,NA,10.1,23.0(26),14,0,NA,5,47,NA,13,7.4(02),2,871,145.9,2,13,0,12.4,14.4,18.7,12,1971-04,0,18,0,NA,13,1020.2(24),1009.2,0,3,14,0,0,990.9(03),72,1010,120,NA
6155A,14.6(14),0,8,NA,12.7,27.0(29),17,0,NA,1,57,NA,7,10.0(03),0,1262,39.6,0,16,0,16.8,17.3,21.8,6,1971-05,0,14,0,NA,9,1018.2(28),1011.4,0,4,18,0,0,1002.2(17),64,1012.2,128,NA
6155A,10.6(04),1,11.2,NA,15.2,36.4(23),21,6,NA,1,76,NA,3,12.0(01),0,1939,13.6,0,15,0,17.4,20.7,26.2,3,1971-06,0,4,0,NA,2,1026.6(18),1015.3,0,14,14,0,0,1007.0(24),NA,NA,NA,NA
6155A,0.0(--),0,11.9,NA,19.9,36.4(20),24,9,NA,0,82,NA,0,16.0(03),0,2099,0,0,16,0,24.6,24.6,29.3,0,1971-07,0,0,0,NA,0,1025.2(10),1014.3,0,26,5,0,0,1007.9(16),60,1015.1,186,NA
6155A,0.0(--),0,10.1,NA,21.5,38.0(01),25.6,18,NA,0,75,NA,0,18.0(21),0,2353,0,1,15,0,26.4,26.3,31.1,0,1971-08,0,3,0,NA,3,1021.1(28),1012.5,0,16,12,0,0,1006.6(06),NA,NA,NA,NA
6155A,0.0(--),0,9,NA,18.7,34.0(12),22,5,NA,0,72,NA,0,14.2(30),0,1656,0,0,12,0,25.8,23.3,27.9,0,1971-09,0,2,0,NA,2,1021.9(30),1015.7,0,10,18,0,0,1008.3(14),65,1016.5,186,NA
6155A,5.6(05),0,7.3,NA,16,35.8(14),21.6,3,NA,0,64,NA,3,12.8(28),0,1409,7.9,0,10,0,22.6,20.9,25.8,2,1971-10,NA,NA,NA,NA,3,1028.4(21),1021.3,0,5,23,0,0,1013.3(05),NA,NA,NA,NA
6155A,57.8(25),0,6,5,8.2,23.2(21),16.8,0,32/21.4(22),3,58,0,6,1.4(12),1,1610,90.9,0,14,0,12,13.2,18.2,5,1971-11,0,8,0,194,1,1029.6(04),1016.6,0,6,23,0,0,1002.2(07),64,1017.4,100,NA
6155A,61.7(05),2,4.4,5,8,17.6(16),14.8,0,23/18.9(29),3,45,0,11,3.8(31),2,466,156.5,3,10,0,11,11.9,15.8,9,1971-12,1,12,0,130,11,1035.0(21),1021.5,0,3,17,0,0,999.9(29),NA,NA,NA,NA
6155A,76.0(08/mar),5,7.8,NA,12.8,38.0(01/ago),25.6,41,NA,22,63,NA,62,1.4(02/ene),7,16854,724.1,8,14,0,6.4,17.4,22,54,1971-13,NA,NA,NA,NA,64,1035.0(21/dic),1015.4,0,105,196,0,0,990.9(03/abr),NA,NA,NA,NA
6155A,25.8(15),0,5.3,11,6.7,17.6(15),11.8,0,32/26.4(17),6,53,1,12,0.8(24),0,1238,135.4,1,18,0,12,10.7,14.8,12,1972-01,0,13,0,284,8,1025.5(10),1015.9,0,9,14,0,0,990.3(16),66,1016.8,87,NA
6155A,14.8(01),0,5.7,7,7.3,19.6(13),11.4,0,23/20.0(03),2,52,0,10,1.8(17),0,969,38.9,0,13,0,13.6,12.1,16.9,5,1972-02,NA,NA,NA,180,10,1026.2(14),1014.7,0,1,18,0,0,998.6(23),NA,NA,NA,NA
6155A,37.0(18),1,5.6,6,8.8,23.6(26),14,0,32/25.0(01),4,46,0,13,4.2(20),2,924,154.6,2,13,0,12.6,13.1,17.4,11,1972-03,0,18,0,147,12,1025.0(03),1014.7,0,4,15,0,0,1003.0(11),NA,NA,NA,NA
6155A,4.2(30),2,9.2,6,10.1,25.6(29),15,0,32/26.9(09),0,70,1,3,7.0(16),0,1097,6.9,0,16,0,17.6,15.8,21.6,3,1972-04,0,6,0,207,4,1026.6(02),1014,0,9,17,0,0,1004.6(21),60,1014.8,109,NA
6155A,11.3(04),1,9.9,4,11.3,30.2(12),16,1,32/18.9(14),1,70,0,5,6.4(15),0,1746,24.5,2,15,0,18,16.9,22.5,4,1972-05,0,6,0,168,6,1027.5(25),1015.6,0,8,17,0,0,999.3(01),58,1016.4,119,NA
6155A,2.8(20),0,10.7,0,15.5,31.6(26),18.4,5,32/13.9(11),0,73,0,2,10.4(15),0,1843,4.8,0,14,0,22.6,20.9,26.4,2,1972-06,0,2,0,154,1,1021.2(21),1014.2,0,13,16,0,0,1005.3(13),54,1015,140,NA
6155A,0.0(--),2,11.4,0,18.7,39.0(24),22.6,10,32/15.0(09),0,79,0,0,15.4(01),0,2107,0,0,14,0,23.8,24,29.3,0,1972-07,0,1,0,139,0,1022.6(03),1014.7,0,20,11,0,0,1008.7(05),NA,NA,NA,NA
6155A,1.4(17),0,10.6,0,19.6,36.0(01),22,8,23/15.0(28),0,78,0,1,17.0(24),0,1849,1.4,0,11,0,25.6,24.4,29.3,1,1972-08,0,2,0,98,0,1022.2(04),1014.7,0,15,16,0,0,1004.9(01),NA,NA,NA,NA
6155A,22.1(27),0,6.5,0,16.3,33.6(14),20,2,32/15.0(06),2,52,0,6,12.6(16),0,1213,56.3,3,10,0,19.4,20.7,25,5,1972-09,0,9,0,97,7,1027.1(17),1013.9,0,6,17,0,0,1003.4(14),NA,NA,NA,NA
6155A,50.0(19),1,5,1,13.9,26.6(07),20.4,0,27/18.9(06),5,45,0,14,6.6(29),2,1138,187.6,4,7,0,19.2,18,22.1,13,1972-10,0,14,0,62,11,1027.1(28),1015.5,0,2,18,0,0,999.9(12),NA,NA,NA,NA
6155A,54.0(02),0,5,5,11,23.6(21),16.4,0,32/18.1(15),5,49,0,6,6.0(17),3,1015,166.2,6,11,0,15.4,15.5,19.9,5,1972-11,0,9,0,166,8,1025.8(26),1018.8,0,4,18,0,0,1007.7(30),NA,NA,NA,NA
6155A,20.5(26),0,4.8,5,8.1,19.4(07),13,0,32/18.1(01),3,49,0,5,3.0(06),0,1104,59.4,1,13,0,11.4,12.2,16.3,5,1972-12,0,5,0,161,NA,1031.6(05),1021.8,0,NA,NA,0,0,1009.5(03),73,1022.6,107,NA
6155A,54.0(02/nov),7,7.5,45,12.3,39.0(24/jul),22.6,26,32/26.9(09/abr),28,60,2,77,0.8(24/ene),7,16243,836,19,13,0,11.4,17,21.8,66,1972-13,NA,NA,NA,155,NA,1031.6(05/dic),1015.7,0,NA,NA,0,0,990.3(16/ene),NA,NA,NA,NA
6155A,39.0(16),2,6.2,10,5.7,20.6(30),12.6,0,32/18.9(30),1,62,0,6,1.8(24),1,1150,54.7,1,13,0,13.2,11.1,16.5,6,1973-01,0,7,0,197,4,1030.6(22),1022.6,0,11,16,0,0,1003.7(17),NA,NA,NA,NA
6155A,61.0(10),0,7.1,9,6.7,23.6(24),14,0,32/28.9(25),1,65,1,5,0.8(19),1,1512,64.4,0,17,0,13.6,11.8,16.9,3,1973-02,0,6,0,258,2,1031.1(05),1019.3,0,9,17,0,0,996.7(15),NA,NA,NA,NA
6155A,42.6(11),0,5.1,2,7.9,22.6(24),13.6,0,32/18.1(25),1,42,0,8,3.4(03),1,1220,58.8,1,15,0,12.6,12.5,17.2,7,1973-03,0,10,0,152,10,1032.3(04),1019.2,0,1,20,0,0,1008.6(22),73,1020,110,NA
6155A,8.6(22),2,8.1,1,8,25.8(07),13,0,32/23.1(09),0,62,0,1,2.8(11),0,1376,8.6,0,14,0,16.8,13.9,19.9,1,1973-04,0,2,0,151,4,1026.4(05),1015.4,0,9,17,0,0,1004.1(09),66,1016.2,112,NA
6155A,33.0(20),1,9.5,1,12.7,32.6(28),20.8,1,23/16.1(05),3,67,0,5,9.0(10),1,2053,78.6,0,15,0,18.6,18,23.3,5,1973-05,0,5,0,129,3,1028.4(09),1016.4,0,8,20,0,0,1005.8(18),68,1017.2,146,NA
6155A,3.0(21),0,10.4,0,16.4,31.8(27),21,4,36/11.1(05),0,71,0,1,11.6(04),0,1787,3,0,12,0,23,21.6,26.7,1,1973-06,0,1,0,104,0,1022.0(14),1015.4,0,13,17,0,0,1009.0(21),65,1016.3,178,NA
6155A,0.0(--),7,9.6,0,18.7,39.0(22),22.2,11,18/13.1(10),0,67,0,0,14.6(19),0,2355,0,0,14,0,24.2,24,29.3,0,1973-07,0,1,0,141,0,1021.0(02),1013.5,0,21,10,0,0,1007.5(13),NA,NA,NA,NA
6155A,26.0(21),1,8.7,1,19.9,37.0(25),23,7,18/16.1(02),1,65,0,1,17.2(17),0,1363,26,1,12,0,26.2,24.6,29.4,1,1973-08,1,0,0,93,0,1022.8(08),1015.9,0,13,18,0,0,1008.9(16),74,1016.7,241,NA
6155A,0.0(--),0,8.7,0,NA,NA,NA,NA,32/13.9(21),0,70,0,0,NA,0,1953,0,0,14,NA,NA,NA,NA,0,1973-09,0,0,0,147,1,1020.7(25),1015.5,0,12,17,0,0,1008.3(23),NA,1016.4,NA,NA
6155A,11.7(18),0,6.7,3,13.2,30.8(15),19.2,1,23/18.1(18),1,60,0,4,8.4(02),0,1877,16.6,0,11,0,16,18.4,23.5,2,1973-10,0,6,0,126,7,1028.2(24),1017.7,0,9,15,0,0,1009.3(16),NA,NA,NA,NA
6155A,15.0(03),4,4.4,1,11.7,25.6(30),15.4,0,32/16.1(30),1,43,0,5,6.2(16),0,1045,24.5,1,7,0,16,16,20.2,3,1973-11,0,9,0,93,10,1029.0(29),1020.7,0,4,16,0,0,1011.5(03),NA,NA,NA,NA
6155A,69.8(19),0,6,8,6.1,24.0(01),13,0,23/23.1(23),4,62,0,8,0.2(04),2,1901,176.1,2,15,0,12.6,11.5,16.8,7,1973-12,0,8,0,NA,4,1028.0(11),1016.2,0,9,18,0,0,990.7(20),NA,NA,NA,NA
6155A,69.8(19/dic),17,7.5,36,NA,NA,NA,NA,32/28.9(25/feb),13,61,1,44,NA,6,19592,511.3,6,13,NA,NA,NA,NA,36,1973-13,1,55,0,NA,45,1032.3(04/mar),1017.3,0,119,201,0,0,990.7(20/dic),NA,NA,NA,NA
