fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2018-12-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","6,2",07:10,"17,7",13:40,99,"2,8","6,7",Varias,"8,4","1033,3",10,"1029,5",01
2018-12-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,6","0,0","4,8",08:00,"18,3",13:20,99,"1,9","7,2",Varias,"8,2","1032,1",Varias,"1029,4",Varias
2018-12-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,8","0,0","4,4",04:50,"19,2",13:00,29,"2,2","7,2",06:00,"8,4","1031,5",10,"1028,3",16
2018-12-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,8","0,0","3,5",07:10,"18,2",13:00,29,"2,2","7,8",06:10,"6,5","1029,4",00,"1025,0",17
2018-12-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","5,4",05:50,"17,1",15:20,30,"2,8","6,7",07:20,"2,9","1029,7",23,"1025,6",Varias
2018-12-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","0,0","7,2",23:40,"18,4",15:40,06,"2,2","8,3",13:10,"4,7","1030,7",10,"1027,5",18
2018-12-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,7","0,0","5,5",04:40,"17,9",14:00,29,"1,7","6,7",01:00,"5,3","1028,5",09,"1025,2",15
2018-12-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","5,1",04:50,"17,6",14:10,30,"2,8","7,2",09:00,"5,5","1027,6",10,"1024,5",14
2018-12-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,3","0,0","7,3",08:00,"17,3",13:20,11,"4,2","9,7",16:10,"5,2","1026,4",09,"1023,8",13
2018-12-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","12,5",01:00,"18,0",11:20,11,"6,7","13,3",05:20,"5,2","1029,1",24,"1024,9",05
2018-12-31,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,1","0,0","7,0",08:00,"17,2",14:00,29,"2,5","7,2",07:40,"8,0","1031,6",10,"1028,8",14
2019-01-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,6","0,0","3,5",08:00,"19,8",13:20,28,"2,2","8,3",02:40,"8,4","1032,2",10,"1028,9",14
2019-01-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,5","0,0","4,6",03:40,"22,4",14:10,27,"6,7","12,5",09:40,"8,4","1029,7",00,"1023,2",17
2019-01-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,1","0,0","5,2",06:00,"17,0",13:40,08,"4,4","8,9",12:20,"6,0","1028,9",10,"1025,4",00
2019-01-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,6","0,0","6,5",23:50,"16,8",14:50,07,"3,3","8,9",14:00,"7,9","1031,4",Varias,"1027,2",05
2019-01-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,0","0,0","3,1",06:20,"16,9",13:00,29,"2,5","7,8",07:10,"8,4","1033,6",10,"1029,9",24
2019-01-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","2,7",08:20,"19,8",16:20,26,"4,2","10,8",Varias,"8,5","1029,9",00,"1024,8",16
2019-01-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","3,8",07:30,"19,1",14:30,32,"2,8","6,7",00:10,"8,5","1028,3",10,"1024,8",15
2019-01-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,7","0,0","4,6",02:30,"16,8",13:00,29,"2,8","7,8",05:40,"7,2","1030,3",10,"1024,4",24
2019-01-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","4,1",03:20,"21,0",15:00,28,"7,2","13,9",21:10,"8,5","1024,4",00,"1014,9",24
2019-01-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,2","0,0","10,0",23:20,"18,4",12:00,28,"4,7","13,9",02:50,"8,0","1020,3",24,"1013,6",05
2019-01-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,4","0,0","6,3",06:50,"14,5",14:20,08,"4,2","9,2",11:50,"1,8","1026,8",24,"1020,2",01
2019-01-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,2","0,0","4,9",23:50,"15,4",14:30,07,"2,5","9,7",12:10,"8,0","1029,3",10,"1026,7",Varias
2019-01-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"9,5","0,0","1,9",07:00,"17,1",14:30,27,"3,1","9,2",23:20,"8,0","1028,8",01,"1023,1",24
2019-01-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","0,0","7,0",02:10,"21,9",14:20,25,"7,8","13,9",06:20,"8,4","1023,1",00,"1017,2",16
2019-01-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,2","0,0","7,6",07:40,"16,7",13:50,25,"1,9","12,5",00:20,"0,3","1021,5",11,"1017,8",00
2019-01-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","6,7",08:10,"17,4",12:50,19,"2,5","7,8",15:50,"6,4","1021,2",00,"1016,5",16
2019-01-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","0,0","7,9",07:40,"17,7",13:50,30,"4,7","10,8",12:50,"2,8","1018,1",00,"1015,2",14
2019-01-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","7,8",07:20,"16,2",15:40,30,"4,2","10,3",19:50,"4,2","1020,0",11,"1017,2",02
2019-01-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","2,8","9,6",08:20,"14,5",15:10,30,"3,9","12,8",13:10,"0,6","1018,9",00,"1013,1",24
2019-01-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","9,5",04:50,"15,6",10:20,30,"4,2","13,3",12:50,"1,2","1017,8",24,"1010,1",06
2019-01-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","0,0","8,5",07:50,"17,4",13:30,26,"6,1","12,8",04:40,"8,5","1021,9",24,"1017,5",04
2019-01-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,1","0,0","5,4",07:50,"16,8",14:10,30,"5,8","14,4",15:00,"5,6","1021,9",00,"1016,2",24
2019-01-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","0,0","11,5",06:00,"16,2",18:20,29,"6,9","16,1",21:00,"0,0","1016,2",00,"1011,6",15
2019-01-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,0","0,0","14,2",08:00,"19,7",14:50,27,"6,9","15,0",17:10,"7,2","1013,8",24,"1009,8",15
2019-01-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,5","0,0","13,5",05:30,"23,5",15:50,28,"6,9","13,9",00:40,"8,5","1016,9",24,"1013,4",04
2019-01-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","0,0","7,4",07:10,"19,7",11:50,27,"2,2","8,3",00:00,"8,2","1020,7",11,"1016,6",04
2019-01-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","9,9",01:30,"20,4",13:30,28,"6,4","16,1",16:40,"8,6","1019,6",24,"1015,2",Varias
2019-01-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,2","0,0","10,4",03:20,"17,9",13:50,30,"7,8","16,1",12:40,"7,7","1021,3",11,"1018,1",Varias
2019-01-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","11,6",07:40,"18,7",12:50,30,"6,1","17,5",15:30,"6,7","1020,6",00,"1016,1",15
2019-01-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,8","0,1","12,7",23:40,"19,0",15:40,30,"6,7","17,5",09:40,"3,8","1016,6",00,"1013,1",24
2019-01-31,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6","0,9","11,1",08:00,"20,1",15:50,21,"1,9","14,4",23:50,"1,8","1013,1",00,"1006,7",24
2019-02-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","5,6","9,0",21:50,"18,5",13:40,31,"5,6","19,7",Varias,"6,4","1008,4",24,"999,7",08
2019-02-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,4","0,0","9,1",23:50,"15,7",14:50,31,"7,8","18,9",14:10,"8,3","1021,8",24,"1008,4",00
2019-02-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","6,5",07:20,"16,0",15:10,30,"6,7","15,0",20:30,"9,1","1028,0",24,"1021,8",00
2019-02-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","6,2",07:10,"16,6",14:40,27,"3,3","12,5",01:00,"9,2","1028,9",11,"1026,2",18
2019-02-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,0","0,0","2,6",07:00,"17,3",13:40,30,"2,8","6,1",05:10,"9,2","1029,1",10,"1025,6",17
2019-02-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,8","0,0","4,1",06:40,"19,5",13:10,28,"3,1","6,7",02:30,"9,3","1026,9",00,"1023,1",16
2019-02-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,7","0,0","6,5",00:40,"24,9",15:20,31,"6,7","12,8",12:20,"8,6","1023,6",00,"1019,4",15
2019-02-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","5,6",07:10,"17,3",13:30,36,"3,1","8,3",10:50,"9,0","1023,7",11,"1021,5",18
2019-02-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,2","0,0","6,0",07:50,"18,3",13:00,09,"2,8","6,7",15:30,"9,4","1023,6",Varias,"1021,5",16
2019-02-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","6,5",04:30,"18,7",12:50,28,"8,9","17,5",23:10,"8,3","1025,3",10,"1022,7",04
2019-02-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,5","0,0","11,3",23:59,"21,7",12:40,29,"5,0","15,0",03:10,"9,5","1027,2",24,"1024,0",00
2019-02-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,7","0,0","9,9",02:00,"15,5",15:40,99,"4,2","10,8",Varias,"0,1","1031,0",22,"1027,2",00
2019-02-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","8,0",07:20,"17,1",13:00,08,"4,4","9,2",00:10,"8,6","1030,6",11,"1028,9",18
2019-02-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","0,0","10,0",02:20,"17,1",12:30,12,"4,4","9,7",12:50,"6,4","1032,4",11,"1029,2",24
2019-02-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","13,3",07:30,"17,2",14:00,99,"5,0","9,2",Varias,"3,5","1029,3",00,"1023,8",21
2019-02-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","0,0","10,0",03:50,"17,5",12:50,12,"5,0","12,8",11:40,"2,7","1024,9",11,"1022,6",17
2019-02-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,,"0,0",,,,,08,"2,8","9,2",12:40,,"1024,4",10,"1020,5",24
2019-02-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","7,6",06:40,"17,5",12:40,16,"2,2","7,8",12:50,"2,8","1020,8",00,"1016,2",Varias
2019-02-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","0,0","9,3",07:20,"17,9",13:10,16,"4,7","8,9",12:10,"8,5","1021,5",23,"1017,9",17
2019-02-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,8","0,0","12,0",03:00,"17,6",14:00,09,"4,2","8,9",09:30,"8,4","1026,1",24,"1021,0",04
2019-02-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,7","0,0","11,9",23:59,"17,5",13:50,09,"4,2","9,2",12:30,"7,3","1031,7",Varias,"1025,7",04
2019-02-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,2","0,0","8,5",23:59,"17,8",14:30,12,"3,1","6,7",14:00,"6,3","1032,3",09,"1028,9",18
2019-02-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","0,0","5,8",07:10,"19,7",13:10,28,"2,5","10,3",21:10,"7,6","1030,0",00,"1024,4",Varias
2019-02-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,0","8,3",06:20,"18,6",13:10,28,"3,6","9,7",00:50,"7,8","1032,3",24,"1024,4",00
2019-02-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,0","0,0","10,5",06:40,"17,6",13:10,11,"3,6","8,3",10:20,"6,6","1033,3",11,"1030,1",16
2019-02-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,1","0,0","6,7",07:00,"17,5",14:50,99,"3,6","7,2",Varias,"10,2","1031,2",00,"1028,2",15
2019-02-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","3,9",06:50,"20,0",12:50,99,"4,4","7,2",Varias,"9,8","1029,7",00,"1026,4",16
2019-02-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,2","0,0","6,8",07:00,"19,7",16:00,09,"3,6","8,9",09:30,"9,0","1027,8",00,"1024,2",24
2019-03-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","0,0","7,6",05:00,"24,7",14:10,27,"3,3","11,4",23:59,"7,7","1024,4",10,"1020,7",17
2019-03-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,2","0,0","13,6",23:20,"24,7",13:10,28,"4,7","13,9",08:00,"9,4","1023,9",23,"1022,1",15
2019-03-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6","0,0","8,7",07:20,"22,4",12:20,99,"3,6","7,2",Varias,"10,5","1024,9",Varias,"1021,8",17
2019-03-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,3","0,0","9,7",01:50,"24,9",14:00,29,"5,8","14,4",11:10,"10,6","1021,9",00,"1018,6",16
2019-03-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,8","0,0","12,3",05:40,"23,2",15:00,16,"3,3","7,8",13:20,"6,6","1020,2",00,"1014,6",24
2019-03-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,7","0,2","12,2",23:20,"21,2",14:30,21,"4,4","15,0",13:10,"2,4","1017,7",24,"1011,2",14
2019-03-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,0","0,0","10,2",07:00,"19,8",14:40,29,"5,6","12,5",11:10,"9,0","1019,3",10,"1016,2",Varias
2019-03-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,0","0,0","7,6",05:50,"20,4",13:00,29,"3,3","9,2",09:40,"10,4","1027,5",24,"1018,4",05
2019-03-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,1","0,0","6,6",06:50,"19,6",10:50,13,"4,2","7,8",13:20,"10,7","1032,0",22,"1027,5",00
2019-03-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,2","0,0","6,6",06:10,"19,9",13:00,13,"4,7","9,2",15:30,"10,8","1031,5",00,"1026,5",18
2019-03-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","0,0","8,4",06:10,"20,3",12:20,08,"4,4","10,8",14:00,"10,6","1030,3",23,"1024,6",14
2019-03-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,3","0,0","10,8",06:50,"21,8",13:30,13,"3,1","6,7",12:30,"10,8","1030,2",Varias,"1023,8",24
2019-03-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,1","0,0","12,4",01:10,"23,8",12:40,34,"8,3","16,4",14:00,"11,0","1026,1",24,"1021,5",05
2019-03-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,4","0,0","10,6",06:30,"20,1",12:00,09,"3,6","7,8",11:40,"11,0","1028,6",10,"1025,7",19
2019-03-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,5","0,0","6,9",06:30,"22,1",16:00,30,"3,6","7,2",07:50,"11,2","1026,8",00,"1022,7",17
2019-03-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","6,6",06:40,"23,8",13:30,29,"3,9","7,2",02:30,"11,2","1024,0",00,"1018,7",18
2019-03-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,0","7,4",03:40,"27,8",13:10,29,"5,3","13,3",15:10,"10,8","1019,2",09,"1015,6",17
2019-03-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,4","0,0","15,0",06:28,"19,9",14:38,28,,"12,8",02:43,"7,2","1023,5",22,"1015,8",04
2019-03-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,8","2,0","14,0",05:20,"19,6",10:50,13,"4,4","11,4",13:40,"10,1","1024,7",23,"1018,6",15
2019-03-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,5","12,5",22:30,"17,9",14:00,07,"5,6","11,4",21:40,"3,7","1026,7",22,"1023,5",05
2019-03-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","0,0","9,2",06:30,"18,4",13:30,11,"4,7","10,8",12:00,"10,7","1025,8",10,"1024,0",16
2019-03-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,9","0,0","10,7",06:50,"19,1",14:00,12,"5,3","11,4",11:20,"10,8","1025,5",10,"1023,3",17
2019-03-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,0","0,0","10,8",06:40,"19,2",13:50,99,"5,8","12,8",Varias,"8,5","1024,3",00,"1020,0",17
2019-03-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6",Ip,"12,3",05:00,"18,8",13:10,08,"3,3","9,7",Varias,"0,5","1021,0",10,"1019,2",03
2019-03-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","9,9",05:00,"20,6",11:50,14,"3,1","8,3",11:40,"10,8","1019,7",00,"1014,9",17
2019-03-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,0","0,0","12,0",02:50,"21,9",13:20,99,"3,9","12,5",Varias,"6,0","1018,2",24,"1012,8",05
2019-03-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,2","0,0","14,7",01:30,"19,7",10:40,11,"8,1","18,1",06:20,"10,0","1025,0",24,"1018,1",04
2019-03-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,3","0,0","13,6",06:20,"19,0",13:30,11,"6,7","13,3",12:20,"10,9","1026,1",10,"1023,1",17
2019-03-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,4","0,0","13,3",01:20,"19,5",13:30,11,"5,6","11,4",07:20,"7,7","1024,2",09,"1021,4",16
2019-03-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","10,9","14,1",05:30,"18,4",11:20,07,"5,3","12,5",20:50,"3,4","1022,4",00,"1015,3",24
2019-03-31,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,4","6,8","12,9",05:30,"19,9",14:40,16,"2,5","8,9",15:20,"1,9","1015,3",00,"1008,9",15
2019-04-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","4,1","12,3",23:59,"18,2",17:20,16,"2,8","7,8",14:40,"2,9","1016,8",23,"1012,2",04
2019-04-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6","0,0","9,4",06:00,"21,7",15:20,17,"3,6","7,8",14:30,"8,4","1016,7",00,"1012,6",18
2019-04-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,1","0,0","11,2",06:20,"25,0",15:40,29,"3,9","9,7",Varias,"10,8","1012,9",00,"1002,2",17
2019-04-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,8","0,3","12,1",23:30,"21,6",12:30,19,"5,3","14,4",15:10,"11,6","1004,9",Varias,"1001,7",02
2019-04-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,0","10,6","11,5",23:30,"18,4",15:30,29,"3,6","13,3",23:50,"4,3","1008,4",23,"1002,9",15
2019-04-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,7","2,0","9,4",06:20,"18,0",11:00,29,"1,7","12,8",00:30,"4,8","1012,7",24,"1007,8",01
2019-04-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","11,4",03:10,"19,0",13:50,29,"1,9","10,3",10:10,"1,9","1017,3",21,"1012,6",03
2019-04-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,8","0,0","11,8",06:30,"21,8",15:00,27,"3,3","8,9",15:20,"3,2","1017,1",00,"1014,4",17
2019-04-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,0","12,9",04:10,"22,3",14:50,29,"5,3","12,8",11:50,"6,8","1018,6",08,"1015,0",17
2019-04-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,3","0,0","11,5",06:10,"21,1",15:00,28,"4,7","15,3",14:30,"10,5","1017,3",09,"1014,4",Varias
2019-04-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,0","11,9",06:10,"23,4",14:30,29,"5,0","11,7",11:20,"11,0","1017,5",07,"1015,0",15
2019-04-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,0","11,8",03:50,"23,5",15:50,20,"5,0","10,3",14:40,"11,9","1017,9",24,"1014,7",17
2019-04-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,1","0,0","10,2",06:10,"26,0",12:20,16,"4,2","11,7",14:50,"11,9","1019,0",09,"1015,6",16
2019-04-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,3","0,0","14,3",03:50,"22,3",12:00,99,"4,2","9,2",Varias,"11,5","1018,3",00,"1014,3",18
2019-04-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"20,0","0,0","12,8",06:00,"27,2",16:20,18,"4,2","11,7",14:20,"9,8","1017,3",24,"1011,4",16
2019-04-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,3","0,0","15,8",23:30,"22,8",10:20,27,"5,8","11,4",05:40,,"1017,4",10,"1014,4",18
2019-04-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,4","5,5","11,7",05:50,"19,0",10:00,12,"3,6","9,2",10:30,,"1016,5",00,"1011,2",15
2019-04-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,4","3,2","11,4",23:15,"19,3",12:30,33,"2,5","11,4",18:30,,"1014,6",24,"1011,5",13
2019-04-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,0","0,0","10,6",05:20,"19,5",15:05,25,"4,2","8,3",03:40,,"1015,0",21,"1012,7",16
2019-04-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","11,0",Varias,"19,5",11:30,28,"4,4","9,7",08:20,,"1014,0",00,"1009,9",05
2019-04-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","5,0","12,0",03:00,"20,4",13:00,25,"4,2","16,1",03:10,,"1011,5",00,"1004,6",24
2019-04-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,6","1,0","13,5",03:26,"25,6",14:50,29,"5,8","12,5",04:40,,"1004,6",00,"1000,7",Varias
2019-04-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,9","4,4","11,4",23:59,"20,4",15:20,34,"4,4","11,4",08:40,"4,5","1009,0",23,"999,5",05
2019-04-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,7","0,3","10,2",05:00,"21,2",17:00,18,"3,3","11,7",12:30,"4,0","1014,2",22,"1008,9",00
2019-04-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,2","0,8","14,2",23:10,"20,1",18:20,20,"2,5","12,8",04:30,"1,4","1021,1",24,"1012,5",05
2019-04-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,8","0,0","12,4",05:40,"23,3",14:30,99,"5,3","11,7",Varias,"12,6","1024,0",23,"1020,8",04
2019-04-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6","0,0","10,5",04:40,"20,8",14:10,07,"3,3","8,9",10:40,"12,6","1025,2",09,"1022,7",16
2019-04-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,4","0,0","10,6",04:10,"22,3",12:20,12,"3,3","7,8",10:40,"12,2","1023,3",00,"1018,1",17
2019-04-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,0","0,0","10,7",05:30,"23,2",12:40,11,"3,9","7,8",14:50,"9,0","1019,7",00,"1015,9",18
2019-04-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,0","0,0","11,2",05:30,"20,9",13:30,13,"4,7","8,9",11:30,"12,2","1018,1",00,"1013,5",18
2019-05-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,6","0,0","15,1",05:20,"22,0",15:50,15,"3,9","8,9",15:50,"12,6","1014,9",00,"1010,3",Varias
2019-05-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,7","0,0","12,9",05:30,"24,5",13:30,15,"3,1","9,7",14:20,"10,7","1013,1",Varias,"1009,7",03
2019-05-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,9","0,0","14,2",05:40,"21,6",12:20,12,"4,2","12,5",15:40,"11,7","1012,1",00,"1007,5",18
2019-05-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,1","0,0","16,1",01:10,"22,1",13:00,13,"3,6","10,3",13:30,"6,6","1014,4",10,"1010,3",00
2019-05-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"24,4","0,0","17,2",00:10,"31,6",15:20,99,"5,6","11,4",Varias,"11,9","1015,7",Varias,"1012,3",03
2019-05-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"22,0","0,0","17,7",22:20,"26,3",09:10,26,"5,3","11,4",06:30,"12,4","1017,8",11,"1015,4",02
2019-05-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,4","0,0","15,3",05:00,"21,5",12:20,12,"4,2","8,9",11:40,"12,2","1018,0",10,"1014,4",18
2019-05-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"24,2","0,0","18,2",04:20,"30,3",15:20,34,"5,6","14,4",13:50,"12,6","1015,5",24,"1013,1",Varias
2019-05-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"24,1","0,0","19,0",05:10,"29,2",15:30,33,"5,8","12,5",12:50,"11,5","1015,8",09,"1012,5",18
2019-05-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"25,4","0,0","21,1",04:50,"29,8",13:20,29,"4,4","13,3",01:10,"12,9","1014,3",23,"1012,3",18
2019-05-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"24,6","0,0","20,4",23:59,"28,7",15:30,25,"4,2","13,3",06:00,"13,0","1020,0",23,"1014,1",01
2019-05-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"21,1","0,0","16,7",23:50,"25,5",14:10,99,"3,3","8,3",Varias,"13,0","1022,6",11,"1019,3",24
2019-05-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,8","0,0","14,3",05:40,"23,2",10:00,13,"5,0","8,9",11:30,"12,9","1019,5",23,"1015,7",16
