fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2017-10-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,2","0,0","12,6",06:40,"25,7",11:20,29,"2,8","7,2",Varias,"9,8","1026,8",22,"1024,2",15
2017-10-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,1","0,0","12,6",07:10,"25,6",12:30,27,"2,8","6,7",06:10,"9,5","1026,7",09,"1021,9",11
2017-10-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,4","0,0","11,6",06:30,"23,1",14:00,10,"1,9","7,2",10:00,"8,3","1023,7",10,"1020,5",Varias
2017-10-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,8","0,0","15,1",07:10,"24,4",14:40,08,"2,8","6,7",12:10,"9,1","1022,1",00,"1017,1",24
2017-10-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,9","0,0","12,5",07:20,"23,3",12:40,29,"2,5","6,1",06:40,"9,4","1017,2",24,"1014,1",15
2017-10-31,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,1","0,0","13,0",05:40,"23,2",14:30,05,"2,8","6,7",10:40,"4,8","1020,6",22,"1016,9",01
2017-11-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,6","0,0","15,5",06:10,"23,7",13:30,07,"2,2","12,5",10:20,"8,7","1021,4",10,"1018,4",16
2017-11-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"20,3","0,0","17,7",20:10,"22,9",13:00,99,"1,4","7,2",Varias,"4,1","1019,3",00,"1015,7",24
2017-11-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,8","7,8","16,3",22:10,"23,3",12:30,29,"3,3","10,8",20:20,"0,8","1015,9",01,"1012,0",17
2017-11-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,8","3,4","15,6",02:50,"22,1",16:00,01,"1,7","6,1",11:00,"4,1","1017,8",24,"1012,3",04
2017-11-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,8","0,0","15,0",04:40,"22,7",13:50,99,"6,7","12,5",Varias,"9,2","1020,4",09,"1017,6",01
2017-11-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,2","0,0","12,6",23:59,"21,8",13:10,26,"3,1","11,7",00:40,"7,3","1021,3",10,"1017,5",20
2017-11-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,8","0,0","8,6",06:30,"21,1",12:40,30,"3,1","7,2",08:40,"9,1","1019,6",23,"1016,8",15
2017-11-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,3","0,0","7,7",07:00,"20,9",14:30,30,"3,3","7,2",06:40,"9,1","1021,4",10,"1018,1",17
2017-11-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,9","0,0","12,7",22:40,"21,1",13:40,29,"2,8","9,7",07:40,"9,0","1025,0",24,"1018,8",01
2017-11-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,4","0,0","9,5",03:10,"21,3",14:40,28,"4,7","13,3",06:40,"9,1","1028,0",22,"1024,0",Varias
2017-11-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","0,0","8,1",03:20,"24,4",14:20,29,"5,3","11,7",08:40,"9,0","1027,6",00,"1021,5",15
2017-11-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,2","0,0","8,8",04:00,"25,6",13:20,28,"4,4","12,8",20:20,"8,3","1023,5",00,"1016,8",16
2017-11-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,3","0,0","13,4",23:59,"25,2",13:50,29,"7,5","13,3",15:30,"8,8","1017,1",00,"1012,3",15
2017-11-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","0,0","10,6",07:40,"19,7",14:00,07,"3,6","10,3",12:00,"6,5","1019,2",24,"1015,8",03
2017-11-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,8","0,0","11,7",23:59,"20,0",13:20,09,"2,5","8,3",01:00,"8,5","1020,8",09,"1017,7",Varias
2017-11-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","0,0","8,0",06:10,"19,2",12:10,28,"3,3","6,7",06:40,"8,5","1020,8",23,"1017,9",15
2017-11-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","0,0","7,9",06:00,"19,4",13:30,29,"2,8","6,1",07:10,"8,1","1021,2",Varias,"1018,1",16
2017-11-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,0","7,3",06:10,"19,4",14:00,99,"2,8","6,1",Varias,"8,3","1020,3",09,"1017,9",15
2017-11-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,3","0,0","8,7",06:00,"19,9",12:40,07,,"9,7",11:40,"8,3","1022,4",Varias,"1019,7",05
2017-11-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,2","0,0","7,6",07:10,"20,9",14:10,29,"2,2","7,8",04:00,"8,5","1023,7",10,"1021,3",15
2017-11-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,2","0,0","6,1",05:20,"20,4",13:10,29,"2,5","7,2",Varias,"8,4","1022,6",00,"1019,0",Varias
2017-11-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","0,0","5,5",05:10,"20,5",13:30,28,"2,5","7,2",03:10,"8,4","1019,4",00,"1014,7",16
2017-11-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,0","7,1",03:30,"19,6",12:00,13,"2,5","6,7",13:50,"8,2","1021,3",22,"1016,5",02
2017-11-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","0,0","10,0",01:00,"22,4",13:30,29,"3,6","6,7",05:20,"8,4","1021,6",Varias,"1018,9",15
2017-11-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,0","0,0","8,4",Varias,"21,6",14:40,04,"1,9","9,2",15:20,"3,8","1021,2",10,"1018,6",Varias
2017-11-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"19,4","0,0","16,6",03:00,"22,2",10:50,26,"3,6","10,3",05:00,"7,1","1027,7",23,"1020,7",02
2017-11-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6","0,0","11,9",23:30,"19,3",11:40,10,"2,2","8,3",14:50,"0,6","1028,4",10,"1024,4",24
2017-11-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","13,5","11,3",05:20,"17,5",14:20,29,"1,7","5,8",01:10,"0,2","1024,5",00,"1011,9",24
2017-11-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,6","18,1","11,9",01:50,"17,2",15:00,29,"2,5","10,3",21:50,"0,1","1012,0",00,"1004,1",15
2017-11-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","0,0","9,7",23:59,"16,4",14:40,29,"7,8","12,8",12:40,"3,8","1019,9",24,"1006,6",03
2017-12-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,6","0,0","7,1",06:20,"16,0",14:10,30,"5,6","12,8",14:40,"8,5","1021,6",24,"1016,7",16
2017-12-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,8","0,0","7,5",03:40,"16,1",15:30,99,"6,4","11,7",Varias,"8,5","1023,2",23,"1020,0",16
2017-12-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"9,9","0,0","5,4",23:59,"14,4",15:30,27,"3,3","12,5",03:10,"5,1","1030,1",Varias,"1022,7",03
2017-12-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"9,2","0,0","2,5",07:30,"15,8",14:30,09,"5,0","9,7",14:20,"7,5","1034,2",23,"1029,8",04
2017-12-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,1","0,0","5,5",06:50,"16,7",13:20,11,"4,2","8,9",14:50,"7,4","1035,4",10,"1032,7",15
2017-12-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,7","0,0","6,4",07:00,"17,0",14:20,05,"2,5","10,3",12:30,"6,9","1034,1",00,"1030,8",16
2017-12-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","5,9",07:10,"17,0",12:30,29,,"7,2",04:30,"8,5","1032,1",10,"1029,2",15
2017-12-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","4,7",06:50,"20,5",14:30,29,"3,9","12,8",23:00,"8,0","1029,8",00,"1024,9",15
2017-12-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,3","0,0","14,6",23:00,"20,0",12:50,29,"8,6","18,1",04:40,"6,4","1025,4",11,"1023,6",04
2017-12-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,9","14,4",07:40,"20,9",14:30,32,"3,9","12,8",14:20,"5,1","1024,8",00,"1008,2",24
2017-12-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","11,4","7,9",23:40,"18,1",05:40,24,"5,6","22,2",07:40,"1,1","1008,2",00,"997,6",07
2017-12-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","7,5",23:59,"16,6",14:40,29,"5,8","14,4",09:50,"8,5","1024,2",24,"1008,1",00
2017-12-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,4","0,0","3,6",08:00,"17,3",13:30,30,"2,5","8,9",Varias,"8,4","1029,2",11,"1024,2",00
2017-12-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,4","0,0","7,4",00:00,"17,5",15:30,30,"7,5","15,3",12:30,"4,8","1026,3",00,"1018,1",24
2017-12-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,0","13,6",07:20,"21,7",14:20,30,"2,8","12,8",03:20,"5,8","1018,1",00,"1011,9",24
2017-12-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","0,0","8,7",23:59,"17,4",14:00,25,"3,9","13,3",08:40,"5,6","1023,8",24,"1011,7",01
2017-12-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","5,6",07:20,"16,8",13:50,29,"1,9","9,2",04:10,"8,4","1031,2",24,"1023,8",00
2017-12-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,5","0,0","4,8",04:00,"16,2",13:50,28,"2,8","14,4",23:10,"7,7","1031,5",10,"1024,5",24
2017-12-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,0","8,1",23:59,"18,6",12:00,29,"3,9","15,0",05:00,"6,9","1030,9",23,"1023,0",05
2017-12-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,0","0,0","5,2",07:40,"16,7",13:30,19,"3,6","9,2",15:00,"7,1","1033,0",10,"1029,2",16
2017-12-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","4,7",07:40,"17,7",14:20,99,"2,2","7,2",Varias,"8,4","1038,0",Varias,"1030,7",01
2017-12-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","4,2",06:00,"19,8",15:10,29,"4,4","11,7",23:59,"8,4","1037,8",00,"1030,3",24
2017-12-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,2","0,0","7,4",05:30,"16,9",12:40,29,"3,6","11,7",00:00,"4,3","1033,2",23,"1029,9",01
2017-12-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,3","0,0","10,4",06:50,"18,2",13:50,13,"2,5","9,7",00:50,"6,2","1033,1",00,"1028,3",24
2017-12-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,8","0,0","7,3",07:10,"16,4",12:20,29,"2,5","6,1",07:40,"3,0","1028,3",00,"1024,2",16
2017-12-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,2","9,4",04:30,"17,3",13:10,30,"2,5","12,8",14:00,"1,8","1025,0",00,"1019,2",24
2017-12-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,2","0,0","10,4",02:40,"17,9",12:10,29,"4,7","18,1",10:00,"0,2","1019,2",00,"1013,3",07
2017-12-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,0","0,0","13,5",03:50,"20,4",13:50,30,"4,7","15,3",14:40,"1,6","1020,7",24,"1016,1",07
2017-12-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,8","0,0","15,4",04:20,"20,2",14:20,30,"7,2","15,0",11:40,"5,8","1026,6",23,"1020,6",01
2017-12-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,3","0,0","10,3",23:50,"20,3",11:40,27,"2,2","11,4",00:00,"8,4","1027,7",10,"1024,5",16
2017-12-31,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,5","0,0","9,0",04:30,"20,0",13:30,29,"4,7","12,8",22:30,"1,7","1031,6",24,"1024,6",05
2018-01-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,0","0,0","10,9",07:30,"21,1",15:10,30,"5,3","15,0",01:10,"8,3","1034,4",10,"1030,2",16
2018-01-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,0","0,0","12,6",08:10,"19,3",13:40,28,"9,2","18,6",19:40,"8,0","1032,9",Varias,"1029,2",17
2018-01-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,2","0,0","13,4",07:30,"21,1",14:10,28,"10,6","18,1",09:50,"8,5","1032,1",10,"1028,1",16
2018-01-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,6","0,0","14,3",Varias,"20,9",13:30,28,"9,7","17,5",20:20,"8,6","1028,3",00,"1022,1",24
2018-01-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,6","0,4","13,0",07:58,"20,2",15:31,29,"3,3","16,4",00:22,"5,9","1022,1",00,"1006,1",24
2018-01-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","11,8","7,2",09:50,"15,3",01:20,30,"5,3","16,4",11:00,"4,5","1006,1",00,"996,7",08
2018-01-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"8,6","1,8","5,1",07:50,"12,2",14:20,29,"2,2","8,3",04:10,"1,9","1007,0",24,"1000,3",06
2018-01-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"7,4","19,8","5,3",23:40,"9,4",16:00,25,"2,5","9,7",10:00,"0,0","1016,9",24,"1006,5",02
2018-01-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"7,8","2,9","3,8",06:40,"11,7",14:30,29,"2,5","7,8",07:20,"1,2","1022,4",10,"1016,6",00
2018-01-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","0,0","9,4",07:50,"18,2",14:10,30,"2,2","14,4",23:50,"7,8","1024,5",23,"1018,8",03
2018-01-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","0,0","9,4",23:59,"16,3",14:30,99,"7,2","16,1",Varias,"6,6","1027,2",10,"1023,5",17
2018-01-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,3","0,0","6,1",23:40,"16,5",13:20,29,"3,9","13,3",07:10,"8,0","1026,6",00,"1023,2",Varias
2018-01-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"8,9","0,0","4,1",04:10,"13,7",14:20,30,"1,9","8,3",20:50,"0,5","1023,2",00,"1019,1",Varias
2018-01-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"8,8","2,2","5,5",06:50,"12,0",16:20,29,"1,7","10,3",23:20,"0,9","1021,5",00,"1017,7",14
2018-01-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,6","0,0","6,1",23:59,"15,1",14:40,28,"2,2","11,7",01:20,"7,8","1030,9",23,"1020,1",02
2018-01-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,4","0,0","3,3",05:30,"17,4",15:50,29,"1,1","7,2",02:30,"8,4","1030,9",10,"1025,1",24
2018-01-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,2","0,0","6,6",03:40,"17,9",12:40,29,"3,3","13,3",06:40,"8,4","1025,1",00,"1020,5",19
2018-01-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","6,7",06:40,"17,2",13:20,30,"1,4","7,2",00:30,"2,1","1023,2",10,"1018,6",21
2018-01-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","0,0","9,3",07:20,"18,3",16:10,27,"2,2","11,7",23:50,"4,7","1023,6",Varias,"1016,9",05
2018-01-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","0,0","11,7",07:10,"20,7",13:50,99,"6,4","13,3",Varias,"7,6","1027,8",23,"1023,3",00
2018-01-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"18,4","0,0","14,3",05:10,"22,6",13:00,26,"9,2","16,1",14:30,"8,5","1027,8",10,"1024,8",15
2018-01-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,1","0,0","11,7",08:20,"22,5",15:30,26,"2,5","15,0",00:10,"8,5","1027,3",10,"1023,7",15
2018-01-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,2","0,0","8,9",07:50,"19,5",12:00,29,"1,9","11,4",00:40,"7,4","1027,8",23,"1023,8",03
2018-01-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","0,0","6,8",06:30,"17,2",12:40,99,"3,3","6,7",Varias,"5,0","1028,7",10,"1025,2",16
2018-01-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,8",Ip,"10,5",01:30,"19,2",15:00,30,"1,9","12,5",23:30,"7,4","1025,6",00,"1018,6",17
2018-01-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","8,6",07:20,"14,2",14:50,28,"6,7","16,9",06:30,"8,6","1026,6",23,"1020,2",01
2018-01-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,8","0,3","7,5",23:59,"16,0",14:40,29,"4,7","17,5",08:50,"6,5","1027,0",21,"1024,1",14
2018-01-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,4","3,3","7,0",00:40,"13,9",20:50,10,"5,8","26,4",14:40,"1,2","1028,6",Varias,"1023,2",05
2018-01-29,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","0,0","8,2",02:00,"17,7",13:50,99,"7,5","19,7",Varias,"0,9","1027,8",11,"1025,6",04
2018-01-30,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,0","0,0","10,3",07:10,"17,7",13:40,12,"3,6","8,9",12:00,"3,6","1027,7",00,"1023,4",Varias
2018-01-31,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,3","9,2",07:50,"17,7",13:00,13,"2,8","7,8",13:40,"3,0","1024,2",00,"1018,2",24
2018-02-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,4","0,0","8,3",07:10,"18,6",14:50,30,"1,9","12,5",23:30,"5,8","1018,2",00,"1007,2",24
2018-02-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,0","0,0","7,5",07:40,"14,4",14:40,30,"6,1","17,5",02:20,"9,1","1018,7",23,"1006,0",02
2018-02-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","6,3",06:50,"16,1",15:10,27,"4,7","12,8",10:20,"9,1","1021,0",11,"1017,1",24
2018-02-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"8,8","3,6","4,3",23:59,"13,2",13:00,28,"3,1","10,3",17:10,"0,1","1017,1",00,"1006,7",17
2018-02-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"7,2","0,0","1,4",07:10,"13,0",14:10,25,"4,4","11,4",17:10,"4,4","1007,6",00,"1005,0",15
2018-02-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"8,2","0,0","3,1",04:00,"13,2",14:30,30,"5,0","13,9",14:30,"7,0","1012,7",Varias,"1006,8",Varias
2018-02-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"7,8","0,0","2,5",06:50,"13,0",16:20,29,"1,9","7,2",06:40,"1,2","1015,6",23,"1012,0",05
2018-02-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"9,4","0,0","3,9",04:20,"14,8",14:30,99,"2,8","8,9",Varias,"2,0","1019,9",24,"1015,3",04
2018-02-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"9,4","0,0","3,6",05:00,"15,3",15:40,30,"6,1","15,0",10:50,"8,3","1021,9",22,"1018,8",16
2018-02-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,1","0,0","8,9",08:20,"17,3",14:10,30,"7,2","15,3",13:40,"8,2","1022,5",24,"1018,0",15
2018-02-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,6","0,0","4,9",07:20,"20,4",15:20,29,"5,3","13,9",12:20,"9,5","1024,3",10,"1019,9",16
2018-02-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","0,0","10,0",23:00,"18,9",14:50,30,"4,2","12,8",17:50,"5,2","1022,4",24,"1018,5",15
2018-02-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,4","0,0","4,3",07:30,"18,5",14:30,99,"4,7","10,8",Varias,"9,6","1024,3",Varias,"1020,4",16
2018-02-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,3","0,0","9,8",03:30,"18,8",14:40,99,"9,7","16,9",Varias,"8,7","1022,3",11,"1020,2",15
2018-02-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,7","0,0","10,1",23:50,"19,3",13:30,28,"4,7","13,3",Varias,"9,8","1024,4",12,"1022,1",00
2018-02-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,4","0,0","6,7",07:10,"18,2",13:20,12,"3,3","8,9",16:30,"9,6","1024,0",00,"1020,4",16
2018-02-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,9","0,0","9,6",02:20,"22,2",14:40,28,"7,2","12,8",20:00,"9,8","1021,9",00,"1018,6",Varias
2018-02-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","0,8","9,7",06:50,"17,4",14:30,27,"2,8","11,4",00:40,"2,5","1021,3",10,"1018,6",Varias
2018-02-19,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,1","0,0","10,8",07:30,"17,4",11:50,10,"3,1","6,7",15:10,"4,1","1018,6",00,"1015,8",16
2018-02-20,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","0,0","7,3",07:10,"21,4",14:40,25,"3,1","9,7",21:20,"10,0","1017,1",00,"1010,7",24
2018-02-21,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,5","0,0","12,0",23:40,"21,0",14:00,30,"6,7","15,3",13:40,"10,0","1010,7",00,"1003,0",16
2018-02-22,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"11,2","0,0","4,0",06:10,"18,5",16:20,35,"5,6","12,5",16:20,"9,5","1010,5",11,"1005,0",18
2018-02-23,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"10,9","0,0","5,1",07:00,"16,7",13:20,27,"4,4","9,7",03:00,"8,2","1005,6",11,"1003,7",16
2018-02-24,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,0","1,0","11,9",06:10,"16,1",15:00,10,"3,6","9,7",09:20,"2,7","1010,3",24,"1004,6",04
2018-02-25,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","0,0","8,4",23:59,"17,1",16:40,03,"1,7","5,8",10:20,"2,7","1012,4",11,"1010,3",00
2018-02-26,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,0","2,0","5,2",07:10,"18,8",11:40,17,"3,6","8,9",16:00,"7,1","1011,3",00,"1003,6",16
2018-02-27,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,2","0,0","11,5",07:00,"20,9",15:10,22,"3,1","9,2",17:10,"3,3","1007,0",10,"1004,4",15
2018-02-28,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,2","58,4","13,7",14:40,"16,7",22:50,22,"2,8","18,9",20:10,"0,0","1005,0",00,"997,5",24
2018-03-01,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,7","45,4","12,5",06:30,"20,9",15:40,21,"5,6","21,1",12:50,"4,2","1003,9",24,"990,8",13
2018-03-02,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,8","46,0","12,6",01:00,"18,9",13:30,20,"3,9","23,6",10:50,"0,8","1004,7",24,"999,8",15
2018-03-03,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"12,8","10,9","9,8",07:10,"15,7",13:10,21,"1,1","9,2",13:50,"0,3","1006,3",11,"1003,1",Varias
2018-03-04,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,0","16,2","11,7",00:30,"20,4",14:00,25,"4,4","15,0",23:00,"5,5","1004,6",19,"998,7",08
2018-03-05,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,0","9,0","11,0",09:20,"19,1",15:00,27,"3,3","22,8",14:00,"4,3","1006,5",Varias,"996,9",14
2018-03-06,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","0,2","10,0",06:40,"18,7",13:10,30,"1,1","11,7",23:59,"0,5","1007,3",Varias,"1003,7",15
2018-03-07,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,6","16,2","9,6",23:40,"17,7",12:50,99,"3,9","12,8",Varias,"7,4","1012,7",10,"1007,2",00
2018-03-08,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","0,2","9,6",00:00,"19,3",16:10,07,"1,4","7,8",17:50,"3,2","1016,3",23,"1009,6",03
2018-03-09,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,3","0,0","9,3",06:40,"19,3",16:00,13,"4,4","8,9",12:00,"4,1","1016,1",01,"1013,1",24
2018-03-10,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"16,9","18,9","13,8",23:59,"20,0",16:30,24,"3,1","14,4",13:40,"2,9","1013,1",00,"1007,9",15
2018-03-11,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,8","2,5","10,1",04:10,"17,5",16:40,29,"3,1","15,0",17:40,"4,1","1017,6",24,"1009,8",01
2018-03-12,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,9","0,0","9,1",06:50,"20,7",15:50,32,"2,5","9,7",10:30,"7,9","1021,2",10,"1017,6",00
2018-03-13,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"17,4","0,0","12,3",06:20,"22,5",15:00,18,"1,9","7,2",12:00,"3,4","1019,4",00,"1016,4",15
2018-03-14,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"15,6","6,2","11,7",05:50,"19,6",15:40,22,"4,4","13,3",18:10,"0,1","1017,6",01,"1006,5",24
2018-03-15,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,9","2,3","10,0",23:20,"17,8",15:30,33,"3,1","12,8",03:00,"3,8","1009,5",21,"1004,1",03
2018-03-16,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,2","0,1","7,9",06:10,"18,4",15:30,33,"4,2","13,9",15:50,"8,5","1011,7",23,"1007,7",15
2018-03-17,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"13,0","11,2","8,4",05:10,"17,6",14:40,22,"3,3","18,6",20:00,"2,4","1011,6",00,"1000,7",23
2018-03-18,6155A,MÁLAGA AEROPUERTO,MALAGA,5,"14,4","2,1","11,7",06:30,"17,1",14:30,32,"5,6","13,3",14:40,"3,4","1014,9",24,"1001,1",00
